modifie,par
"DECRET EXECUTIF n° 90-226 — fixant les droits et obligations des travailleurs exerçant des fonctions supérieures de l'Etat","DECRET EXECUTIF n° 21-214 — Modifiant et complétant le décret exécutif n° 90-226 du 25 juillet 1990 fixant les droits et obligations des travailleurs exerçant des fonctions supérieures de l'Etat"
"LOI n° 20-16 — portant loi de finances pour 2021","DECRET EXECUTIF n° 21-220 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021"
"LOI n° 20-16 — portant loi de finances pour 2021","DECRET EXECUTIF n° 21-221 — Modifiant la répartition par secteur des dépenses d'équipement de l'Etat pour 2021"
"DECRET EXECUTIF n° 21-04 — portant répartition des crédits ouverts, au titre du budget de fonctionnement, par la loi de finances pour 2021, au ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire","DECRET EXECUTIF n° 21-222 — Portant création de deux chapitres et virement de crédits au sein du budget de fonctionnement du ministère de l'intérieur, des collectivités locales et de l'aménagement du territoire"
"DECRET EXECUTIF n° 21-17 — portant répartition des crédits ouverts, au titre du budget de fonctionnement par la loi de finances pour 2021, au ministre de la poste et des télécommunications","DECRET EXECUTIF n° 21-223 — Portant virement de crédits au sein du budget de fonctionnement du ministère de la poste et des télécommunications"
"DECRET n° 88-232 — portant déclaration des zones d'expansion touristique","DECRET EXECUTIF n° 21-225 — Modifiant le décret n° 88-232 du 5 novembre 1988 portant déclaration des zones d'expansion touristique"
"DECRET EXECUTIF n° 97-53 — fixant les modalités de fonctionnement du compte d'affectation spéciale n° 302-041 intitulé « Fonds de compensation des frais de transport »","DECRET EXECUTIF n° 21-226 — Modifiant et complétant le décret exécutif n° 97-53 du 5 Chaoual 1417 correspondant au 12 février 1997 fixant les modalités de fonctionnement du compte d'affectation spéciale n° 302-041 intitulé « Fonds de compensation des frais de transport »"
"ARRETE — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'Académie algérienne de la langue arabe","ARRETE — Modifiant l'arrêté interministériel du 12 Safar 1430 correspondant au 8 février 2009 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'Académie algérienne de la langue arabe"
"LOI n° 84-17 — relative aux lois de finances","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 20-16 — portant loi de finances pour 2021","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 2000-06 — portant loi de finances pour 2001","LOI n° 09-09 — portant loi de finances pour 2010"
"LOI n° 2000-06 — portant loi de finances pour 2001","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 20-07 — portant loi de finances complémentaire pour 2020","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 01-21 — portant loi de finances pour 2002","LOI n° 03-22 — portant loi de finances pour 2004"
"LOI n° 01-21 — portant loi de finances pour 2002","LOI n° 09-09 — portant loi de finances pour 2010"
"LOI n° 01-21 — portant loi de finances pour 2002","LOI n° 11-16 — portant loi de finances pour 2012"
"LOI n° 01-21 — portant loi de finances pour 2002","LOI n° 19-14 — portant loi de finances pour 2020"
"LOI n° 01-21 — portant loi de finances pour 2002","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"ORDONNANCE n° 10-01 — portant loi de finances complémentaire pour 2010","LOI n° 13-08 — portant loi de finances pour 2014"
"ORDONNANCE n° 10-01 — portant loi de finances complémentaire pour 2010","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 03-22 — portant loi de finances pour 2004","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 99-11 — portant loi de finances pour 2000","LOI n° 01-21 — portant loi de finances pour 2002"
"LOI n° 99-11 — portant loi de finances pour 2000","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 02-11 — portant loi de finances pour 2003","LOI n° 16-14 — portant loi de finances pour 2017"
"LOI n° 02-11 — portant loi de finances pour 2003","LOI n° 20-16 — portant loi de finances pour 2021"
"LOI n° 02-11 — portant loi de finances pour 2003","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 20-07 — portant loi de finances complémentaire pour 2020","LOI n° 20-16 — portant loi de finances pour 2021"
"LOI n° 17-11 — portant loi de finances pour 2018","LOI n° 20-16 — portant loi de finances pour 2021"
"LOI n° 17-11 — portant loi de finances pour 2018","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 19-14 — portant loi de finances pour 2020","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 05-16 — portant loi de finances pour 2006","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"ORDONNANCE n° 96-14 — portant loi de finances complémentaire pour 1996","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 15-18 — portant loi de finances pour 2016","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"ORDONNANCE n° 09-01 — portant loi de finances complémentaire pour 2009","ORDONNANCE n° 21-07 — portant loi de finances complémentaire pour 2021"
"LOI n° 90-30 — portant loi domaniale","DECRET PRESIDENTIEL n° 21-232 — portant approbation de l'avenant n° 1 au contrat du 11 juin 2018 pour la recherche et l'exploitation des hydrocarbures sur le périmètre dénommé « Tin Fouye Tabankort II », conclu à Alger, le 5 avril 2021, entre l'agence nationale pour la valorisation des ressources en hydrocarbures (ALNAFT), la société nationale « SONATRACH-S.P.A » et les sociétés « Total E&P Algérie » et « Repsol Exploracion Argelia, S.A. »"
"DECRET PRESIDENTIEL n° 98-48 — portant statuts de la société nationale pour la recherche, la production, le transport, la transformation et la commercialisation des hydrocarbures « SONATRACH »","DECRET PRESIDENTIEL n° 21-232 — portant approbation de l'avenant n° 1 au contrat du 11 juin 2018 pour la recherche et l'exploitation des hydrocarbures sur le périmètre dénommé « Tin Fouye Tabankort II », conclu à Alger, le 5 avril 2021, entre l'agence nationale pour la valorisation des ressources en hydrocarbures (ALNAFT), la société nationale « SONATRACH-S.P.A » et les sociétés « Total E&P Algérie » et « Repsol Exploracion Argelia, S.A. »"
"DECRET PRESIDENTIEL n° 21-78 — portant nomination des membres du Gouvernement","DECRET PRESIDENTIEL n° 21-232 — portant approbation de l'avenant n° 1 au contrat du 11 juin 2018 pour la recherche et l'exploitation des hydrocarbures sur le périmètre dénommé « Tin Fouye Tabankort II », conclu à Alger, le 5 avril 2021, entre l'agence nationale pour la valorisation des ressources en hydrocarbures (ALNAFT), la société nationale « SONATRACH-S.P.A » et les sociétés « Total E&P Algérie » et « Repsol Exploracion Argelia, S.A. »"
"DECRET EXECUTIF n° 15-302 — fixant les attributions du ministre de l'énergie","DECRET PRESIDENTIEL n° 21-232 — portant approbation de l'avenant n° 1 au contrat du 11 juin 2018 pour la recherche et l'exploitation des hydrocarbures sur le périmètre dénommé « Tin Fouye Tabankort II », conclu à Alger, le 5 avril 2021, entre l'agence nationale pour la valorisation des ressources en hydrocarbures (ALNAFT), la société nationale « SONATRACH-S.P.A » et les sociétés « Total E&P Algérie » et « Repsol Exploracion Argelia, S.A. »"
"DECRET EXECUTIF n° 06-419 — portant organisation et fonctionnement de l'école nationale d'administration","ARRETE du 16 Ramadhan 1442 — portant composition du conseil scientifique et pédagogique de l'école nationale d'administration"
"ARRETE — portant renouvellement de la composition de la commission sectorielle des marchés publics du ministère de la poste, des télécommunications, des technologies et du numérique","ARRETE du 25 Chaâbane 1442 — modifiant l'arrêté du 29 Chaâbane 1440 correspondant au 5 mai 2019 portant renouvellement de la composition de la commission sectorielle des marchés publics du ministère de la poste, des télécommunications, des technologies et du numérique"
"ARRETE INTERMINISTERIEL — fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'administration centrale du ministère du travail, de l'emploi et de la sécurité sociale","ARRETE INTERMINISTERIEL du 16 Ramadhan 1442 — modifiant l'arrêté interministériel du 10 Joumada El Oula 1430 correspondant au 5 mai 2009 fixant les effectifs par emploi, leur classification et la durée du contrat des agents exerçant des activités d'entretien, de maintenance ou de service au titre de l'administration centrale du ministère du travail, de l'emploi et de la sécurité sociale"
"LOI n° 84-17 — relative aux lois de finances","DECRET PRESIDENTIEL n° 21-272 — portant transfert de crédits au budget de fonctionnement du ministère de la justice"
"LOI n° 84-17 — relative aux lois de finances","DECRET PRESIDENTIEL n° 21-273 — portant transfert de crédits au budget de fonctionnement du ministère de la santé, de la population et de la réforme hospitalière"
"DECRET PRESIDENTIEL n° 21-78 — portant nomination des membres du Gouvernement","ARRETE — portant création des commissions administratives paritaires compétentes à l'égard des corps communs et des ouvriers professionnels, des conducteurs d'automobiles et des appariteurs, des corps des praticiens médicaux généralistes de santé publique, des corps des psychologues cliniciens de santé publique, des corps des paramédicaux de santé publique, des corps spécifiques de l'éducation nationale, des corps spécifiques de la formation et de l'enseignement professionnels, des corps spécifiques à l'administration chargée de la jeunesse et des sports et des corps techniques spécifiques de l'administration chargée de l'habitat et de l'urbanisme, placés en position d'activité auprès des services de l'administration pénitentiaire"
